,R&D Spend,Administration,Marketing Spend,State,Profit,Total Spend
812,133671.0,130198.2378,326697.5987,New York,163226.881,590566.8365
813,95277.0,124528.037,252616.2709,California,130427.2181,472421.3079
814,44700.0,117058.5952,155027.8112,New York,87219.72342000001,316786.4064
815,89471.0,123670.5804,241413.578,Florida,125467.2024,454555.1584
816,146162.0,132042.9656,350799.0173,Florida,173897.8345,629003.9829
817,109909.0,126688.9574,280848.7548,New York,142927.2094,517446.7122
818,31984.0,115180.6384,130492.2545,California,76356.55435,277656.8929
819,127797.0,129330.7387,315363.6997,Florida,158208.7735,572491.4384
820,21890.0,113689.9105,111015.854,New York,67733.33725,246595.7645
821,56547.0,118808.2141,177886.6301,Florida,97340.51329,353241.8442
822,142143.0,131449.4213,343044.3458,New York,170464.4375,616636.7671
823,83936.0,122853.1464,230733.7804,Florida,120738.6997,437522.9268
824,117801.0,127854.4839,296076.3904,New York,149669.2769,541731.8743
825,35679.0,115726.3328,137621.7671,California,79513.16096000001,289027.09990000003
826,139429.0,131048.6054,337807.6754,Florida,168145.8907,608285.2808000001
827,142144.0,131449.56900000002,343046.2753,California,170465.2918,616639.8443
828,89706.0,123705.2863,241867.0112,New York,125667.9609,455278.2975
829,17219.0,113000.0759,102003.1467,Florida,63742.94226,232222.22259999998
830,129179.0,129534.8387,318030.2724,California,159389.4041,576744.1111
831,27903.0,114577.9377,122617.9539,New York,72870.19126,265098.8916
832,88429.0,123516.6931,239403.0362,California,124577.0308,451348.7293
833,149794.0,132579.3559,357806.9712,California,177000.6208,640180.3271
834,137595.0,130777.752,334268.9674,Florida,166579.1203,602641.7194000001
835,110391.0,126760.1413,281778.7751,California,143338.9779,518929.91640000005
836,141217.0,131312.6654,341257.6263,New York,169673.3637,613787.2917
837,29605.0,114829.2968,125901.9675,California,74324.19518,270336.26430000004
838,158771.0,133905.1201,375128.1173,New York,184669.5944,667804.2374
839,101859.0,125500.0967,265316.2578,Florida,136050.1639,492675.3545
840,158592.0,133878.6846,374782.7363,California,184516.6762,667253.4209
841,53884.0,118414.9302,172748.3643,New York,95065.53537,345047.29449999996
842,142240.0,131463.7467,343231.5076,California,170547.3037,616935.2543
843,113736.0,127254.1462,288232.9618,New York,146196.5825,529223.108
844,70598.0,120883.3298,204998.073,California,109344.1613,396479.40280000004
845,118793.0,128000.987,297990.4571,Florida,150516.734,544784.4441
846,7888.0,111622.0314,83998.95672,New York,55771.549479999994,203508.98812
847,45710.0,117207.7566,156976.609,Florida,88082.55771000001,319894.3656
848,71222.0,120975.485,206202.0827,New York,109877.2392,398399.5677
849,159477.0,134009.3854,376490.3462,California,185272.7241,669976.7316
850,46307.0,117295.9243,158128.5221,Florida,88592.56966000001,321731.4464
851,44151.0,116977.5164,153968.5142,New York,86750.71746,315097.0306
852,58725.0,119129.8711,182089.087,California,99201.1599,359943.9581
853,57267.0,118914.54699999999,179275.8721,Florida,97955.60308,355457.4191
854,135390.0,130452.1075,330014.4139,California,164695.4079,595856.5214
855,145733.0,131979.6089,349971.2607,Florida,173531.3435,627683.8696
856,71791.0,121059.5175,207299.9697,California,110363.33099999999,400150.4872
857,111381.0,126906.349,283688.9828,Florida,144184.7263,521976.3318
858,62904.0,119747.0449,190152.479,New York,102771.2435,372803.5239
859,45209.0,117133.7666,156009.9281,California,87654.55773,318352.6947
860,154595.0,133288.3894,367070.5139,New York,181102.0736,654953.9033
861,18651.0,113211.5602,104766.1946,Florida,64966.2875,236628.7548
862,153606.0,133142.3294,365162.2357,New York,180257.1795,651910.5651
863,107173.0,126284.8924,275569.6353,California,140589.8682,509027.52770000004
864,26618.0,114388.1631,120138.5429,New York,71772.42685,261144.706
865,33472.0,115400.39300000001,133363.3546,Florida,77627.73991,282235.7476
866,2638.0,110846.6874,73869.06738,Florida,51286.51978,187353.75478
867,37255.0,115959.0837,140662.6634,New York,80859.52417,293876.74710000004
868,43391.0,116865.2761,152502.0922,California,86101.45602,312758.36830000003
869,97670.0,124881.4461,257233.5709,Florida,132471.5373,479785.017
870,1634.0,110698.4122,71931.84664,New York,50428.811239999995,184264.25884000002
871,58986.0,119168.4168,182592.6873,Florida,99424.12995,360747.1041
872,56671.0,118826.52699999999,178125.8884,New York,97446.44542,353623.4154
873,105205.0,125994.2492,271772.374,Florida,138908.6228,502971.62320000003
874,116004.0,127589.0947,292609.07399999996,New York,148134.1153,536202.1687
875,128926.0,129497.4746,317542.1083,California,159173.2684,575965.5829
876,38859.0,116195.9697,143757.5858,Florida,82229.80752,298812.5555
877,60549.0,119399.2477,185608.5,California,100759.3874,365556.7477
878,75398.0,121592.2157,214259.6861,New York,113444.7599,411249.9018
879,15801.0,112790.6592,99267.11183,Florida,62531.557089999995,227858.77103
880,44574.0,117039.987,154784.6939,California,87112.08271,316398.68090000004
881,93601.0,124280.5176,249382.4243,New York,128995.4258,467263.94190000003
882,5404.0,111255.1829,79206.07194,California,53649.48971,195865.25484
883,64529.0,119987.0323,193287.9209,California,104159.46699999999,377803.9532
884,17495.0,113040.8369,102535.6895,Florida,63978.72667999999,233071.52639999997
885,138565.0,130921.006,336140.5851,California,167407.783,605626.5911000001
886,79095.0,122138.2055,221393.0577,New York,116603.0751,422626.2632
887,136431.0,130605.8471,332023.0262,California,165584.7252,599059.8733000001
888,46477.0,117321.0307,158456.5376,New York,88737.79918999999,322254.56830000004
889,121576.0,128411.9931,303360.2632,Florida,152894.2269,553348.2563
890,18421.0,113177.5928,104322.409,California,64769.800489999994,235921.00179999997
891,2682.0,110853.1856,73953.9655,New York,51324.1086,187489.15110000002
892,9405.0,111846.0688,86926.01236000001,California,57067.50947999999,208177.08116
893,20279.0,113451.9907,107907.4251,California,66357.07385,241638.4158
894,25990.0,114295.4172,118926.8152,Florida,71235.93187,259212.23239999998
895,137404.0,130749.5442,333900.4324,New York,166415.9507,602053.9765999999
896,9869.0,111914.5945,87821.30163,Florida,57463.90068,209604.89613
897,37191.0,115949.6319,140539.1752,New York,80804.84952,293679.8071
898,25600.0,114237.8202,118174.3091,California,70902.75824,258012.12930000003
899,129013.0,129510.3231,317709.975,Florida,159247.5918,576233.2981
900,74278.0,121426.80900000001,212098.643,New York,112487.9536,407803.45200000005
901,78694.0,122078.984,220619.3271,California,116260.5043,421392.3111
902,85315.0,123056.8034,233394.5647,Florida,121916.7675,441766.36809999996
903,131636.0,129897.6997,322771.0607,California,161488.39800000002,584304.7604
904,131599.0,129892.2354,322699.6691,Florida,161456.7893,584190.9045
905,148644.0,132409.5186,355588.0431,California,176018.1857,636641.5617
906,80987.0,122417.6247,225043.6768,Florida,118219.3944,428448.30149999994
907,100610.0,125315.6387,262906.3089,New York,134983.154,488831.9476
908,153748.0,133163.3006,365436.225,California,180378.4888,652347.5255999999
909,106158.0,126134.9926,273611.1901,New York,139722.7625,505904.1827
910,41374.0,116567.3964,148610.2852,Florida,84378.35032,306551.6816
911,152109.0,132921.2456,362273.7701,New York,178978.3053,647304.0157000001
912,57182.0,118901.9938,179111.8643,California,97882.98831,355195.85809999995
913,6906.0,111477.0051,82104.18504,New York,54932.63535,200487.19014
914,53981.0,118429.2556,172935.5261,Florida,95148.40164,345345.7817
915,66959.0,120345.9057,197976.6125,Florida,106235.395,385281.5182
916,64124.0,119927.22,192506.4723,New York,103813.479,376557.6923
917,100306.0,125270.7426,262319.7401,California,134723.4494,487896.4827
918,146708.0,132123.6013,351852.5258,Florida,174364.2776,630684.1270999999
919,39202.0,116246.6255,144419.4052,New York,82522.82946000001,299868.0307
920,19561.0,113345.9532,106522.0421,Florida,65743.69265,239428.9953
921,55658.0,118676.9226,176171.3022,New York,96581.04826,350506.22479999997
922,24723.0,114108.3008,116482.1352,Florida,70153.5447,255313.436
923,52176.0,118162.6849,169452.7737,New York,93606.40571,339791.4586
924,120402.0,128238.6114,301095.027,California,151891.2888,549735.6384
925,35429.0,115689.4117,137139.3914,Florida,79299.58812,288257.8031
926,40408.0,116424.7331,146746.3855,California,83553.10486,303579.11860000005
927,13599.0,112465.4579,95018.34682,New York,60650.40749,221082.80472000001
928,86851.0,123283.6469,236358.2809,Florida,123228.959,446492.9278
929,4037.0,111053.2981,76568.4417,California,52481.67341,191658.73979999998
930,131611.0,129894.0076,322722.8231,New York,161467.0408,584227.8307
931,68653.0,120596.0834,201245.1902,California,107682.5646,390494.2736
932,107094.0,126273.2253,275417.2046,California,140522.3792,508784.4299
933,62140.0,119634.2139,188678.3389,Florida,102118.5649,370452.5528
934,9494.0,111859.2128,87097.73811,California,57143.54142,208450.95091
935,128989.0,129506.7787,317663.6669,New York,159227.0888,576159.4456
936,134194.0,130275.4768,327706.7286,California,163673.6754,592176.2054
937,126960.0,129207.1267,313748.7059,New York,157493.7316,569915.8326
938,49855.0,117819.9091,164974.3978,Florida,91623.59544,332649.30689999997
939,127494.0,129285.9903,314779.0603,California,157949.9232,571559.0506
940,53778.0,118399.2756,172543.837,New York,94974.98049,344721.1126
941,116989.0,127734.564,294509.6342,California,148975.5923,539233.1982
942,128157.0,129383.9051,316058.3207,New York,158516.3184,573599.2258
943,72165.0,121114.7515,208021.6037,California,110682.8359,401301.3552
944,114314.0,127339.5078,289348.2144,Florida,146690.3629,531001.7222
945,11205.0,112111.901,90399.11727999999,New York,58605.23395,213716.01828
946,83554.0,122796.7309,229996.7104,Florida,120412.3603,436347.4413
947,131981.0,129948.6509,323436.7391,New York,161783.1286,585366.39
948,32137.0,115203.2341,130787.4684,California,76487.26092999999,278127.7025
949,54016.0,118434.4245,173003.0587,Florida,95178.30183,345453.4832
950,64613.0,119999.4378,193449.9991,New York,104231.2275,378062.4369
951,11624.0,112173.7809,91207.57892,California,58963.18204,215005.35982
952,31587.0,115122.0076,129726.2419,Florida,76017.40067999999,276435.24950000003
953,12608.0,112319.1025,93106.20961,California,59803.80475,218033.31211
954,94359.0,124392.4625,250844.9874,Florida,129642.9786,469596.4499
955,2307.0,110797.8039,73230.40198,California,51003.74933,186335.20588
956,33161.0,115354.4631,132763.2792,Florida,77362.05529,281278.7423
957,159746.0,134049.1125,377009.3824,New York,185502.5285,670804.4949
958,154187.0,133228.1341,366283.2767,California,180753.5228,653698.4108
959,144520.0,131800.4675,347630.7738,New York,172495.0881,623951.2413000001
960,106777.0,126226.4093,274805.5523,Florida,140251.5689,507808.9616
961,16459.0,112887.8357,100536.7246,New York,63093.68082,229883.5603
962,143258.0,131614.0896,345195.7414,California,171416.9724,620067.831
963,73490.0,121310.4336,210578.1949,New York,111814.772,405378.6285
964,87369.0,123360.1475,237357.7633,Florida,123671.4819,448086.9108
965,51353.0,118041.1406,167864.7929,Florida,92903.32391,337258.9335
966,66049.0,120211.5128,196220.765,New York,105457.9899,382481.27780000004
967,29723.0,114846.7236,126129.6488,California,74425.00156,270699.3724
968,146120.0,132036.7628,350717.9782,Florida,173861.9543,628874.741
969,15440.0,112737.3451,98570.56134,New York,62223.15791,226747.90644
970,13856.0,112503.4128,95514.22902,Florida,60869.96038,221873.64182000002
971,71829.0,121065.1295,207373.2908,New York,110395.79400000001,400267.4203
972,131154.0,129826.5157,321841.0403,Florida,161076.6296,582821.556
973,68679.0,120599.9232,201295.3572,New York,107704.7762,390574.28040000005
974,108056.0,126415.2979,277273.3863,California,141344.2075,511744.6842
975,140149.0,131154.9383,339196.9174,Florida,168760.9805,610500.8557
976,56850.0,118852.9626,178471.2694,California,97599.36357999999,354174.23199999996
977,47438.0,117462.9555,160310.7897,New York,89558.7732,325211.7452
978,58867.0,119150.8423,182363.0764,Florida,99322.46927,360380.91870000004
979,12914.0,112364.2939,93696.63743999999,California,60065.21791,218974.93134
980,62574.0,119698.3089,189515.7431,New York,102489.3274,371788.052
981,53106.0,118300.0316,171247.2112,California,94400.89669,342653.2428
982,123537.0,128701.6025,307144.018,California,154569.4922,559382.6205
983,48901.0,117679.01800000001,163133.6522,Florida,90808.60147000001,329713.67020000005
984,105143.0,125985.0928,271652.7448,California,138855.6568,502780.83759999997
985,63615.0,119852.0486,191524.3554,New York,103378.6447,374991.404
986,100405.0,125285.3634,262510.7609,California,134808.0242,488201.1243
987,41289.0,116554.8432,148446.2774,New York,84305.73556,306290.1206
988,39970.0,116360.0473,145901.2633,Florida,83178.92524,302231.31059999997
989,43532.0,116886.0996,152774.1521,Florida,86221.9111,313192.2517
990,136133.0,130561.8371,331448.0344,California,165330.1463,598142.8715
991,131106.0,129819.4269,321748.4242,New York,161035.6236,582673.8511000001
992,105127.0,125982.7298,271621.8728,Florida,138841.9881,502731.6026
993,46798.0,117368.4374,159075.908,California,89012.02672000001,323242.3454
994,97209.0,124813.3635,256344.0701,New York,132077.709,478366.4336
995,54135.0,118451.99900000001,173232.6695,California,95279.96251,345819.6685
996,134970.0,130390.08,329204.0228,California,164336.6055,594564.1028
997,100275.47,241926.31,227142.82,California,413956.48,569344.6000000001
998,128456.23,321652.14,281692.32,California,333962.19,731800.69
999,161181.72,270939.86,295442.17,New York,476485.43,727563.75
